date,time_12hr,time_24hr,headline,category
"FEB 21, 2022",8:20 AM,08:20,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty50 likely to make a gap-down start",MARKET
"FEB 21, 2022",8:13 AM,08:13,"Key bond market deals: HUDCO, Bajaj Finance, L&T Finance",MARKET
"FEB 21, 2022",8:08 AM,08:08,"Federal Bank, Phoenix Mills, IndiGo, Escorts and more: Top stocks to watch out for on Feb 21",PHOTOS
"FEB 21, 2022",8:04 AM,08:04,"Monday's top brokerage calls: Paytm, NTPC and Ambuja Cements",PHOTOS
"FEB 21, 2022",7:52 AM,07:52,"Trade setup for Feb 21: Can bulls help Nifty50 hold 17,200? What technical charts suggest, key levels to track",MARKET
"FEB 21, 2022",7:34 AM,07:34,Bottomline | LIC IPO: A big test for India,FINANCE
"FEB 21, 2022",6:59 AM,06:59,"Asian stocks fall, oil prices edge up amid Ukraine tensions",MARKET
"FEB 20, 2022",4:56 PM,16:56,"D-Street week ahead: Ukraine-Russia conflict, FII flows, F&O expiry likely to impact market",MARKET
"FEB 20, 2022",3:29 PM,15:29,Ambuja going east aggressively- what could it mean?,MARKET
"FEB 20, 2022",1:17 PM,13:17,"FPIs pull out Rs 18,856 crore from Indian markets in February so far",MARKET
"FEB 20, 2022",11:51 AM,11:51,Explained: What metaverse is and how to play the theme on Dalal Street,MARKET
"FEB 19, 2022",3:21 PM,15:21,"FedFina IPO: DRHP for Rs 1700 crore public issue to be filed today, say sources",MARKET
"FEB 19, 2022",2:03 PM,14:03,Equitas Small Finance Bank's board approves allotment of 10.26 crore equity shares to Qualified Institutional Buyers,MARKET
"FEB 19, 2022",12:17 PM,12:17,United States Federal Reserve officials push back on rapid interest rate hikes,FINANCE
"FEB 19, 2022",9:18 AM,09:18,"Oil ends week mixed on Russia-Ukraine crisis, supply hopes",MARKET
"FEB 19, 2022",12:00 AM,00:00,Equitas Small Finance Bank sets QIP issue price at Rs 53.59 per share,MARKET
"FEB 18, 2022",10:37 PM,22:37,Sebi moots stricter disclosure norms for IPOs of loss-making companies,MARKET
"FEB 18, 2022",10:13 PM,22:13,LIC IPO: Key risks to know before applying,MARKET
"FEB 18, 2022",9:44 PM,21:44,NSEL case: Sebi cancels registration of K R Choksey Commodity Brokers,MARKET
"FEB 18, 2022",9:02 PM,21:02,"Bank of Baroda subscribes to 99,000 shares of India Debt Resolution Company",MARKET
"FEB 18, 2022",8:41 PM,20:41,NSE-Yogi saga: CBI grills former NSE CEO Chitra Ramkrishna,MARKET
"FEB 18, 2022",7:22 PM,19:22,"Sensex, Nifty50 fall for 2nd week dragged by financial, metal stocks; Nifty Bank's worst week in 2 months",MARKET
"FEB 18, 2022",6:16 PM,18:16,Sebi lifts restrictions on 10 entities in Zee Entertainment insider trading case,MARKET
"FEB 18, 2022",6:11 PM,18:11,US stocks witness selloff: How should investors approach global tech funds? Experts discuss,MARKET
"FEB 18, 2022",5:27 PM,17:27,Max Life’s Mihir Vora bullish on domestic economic recovery,MARKET
"FEB 18, 2022",5:13 PM,17:13,Rupee rallies 39 paise to 74.67 against US dollar,MARKET
"FEB 18, 2022",3:49 PM,15:49,"Stock Market Highlights: Sensex ends 59 pts lower, Nifty slips below 17,300; Ambuja Cements falls 6%, Nestle down 1%",MARKET
"FEB 18, 2022",3:48 PM,15:48,"Closing Bell: Sensex, Nifty end in the red for 3rd consecutive session dragged by pharma, realty",MARKET
"FEB 18, 2022",3:39 PM,15:39,"Energy stocks mixed after hydrogen policy announcement: Adani Green Energy jumps 4%; Indian Oil, NTPC down",MARKET
"FEB 18, 2022",3:32 PM,15:32,LIC employees to strike on March 28-29 against the IPO,ECONOMY
"FEB 18, 2022",3:24 PM,15:24,"Your Stocks: SAIL, IRFC, Burger King in focus; here’s what experts say",MARKET
"FEB 18, 2022",3:10 PM,15:10,"Paytm, Fino Payments, CarTrade hit fresh lows, Zomato slips 3%; why new-age stocks are down",MARKET
"FEB 18, 2022",2:52 PM,14:52,India's sugar production rises 6% between October 1 and February 15: ISMA,MARKET
"FEB 18, 2022",2:40 PM,14:40,"Brokerage Conference Highlights: Property demand strong, Bharti Airtel eyeing another tariff hike in CY22",MARKET
"FEB 18, 2022",1:46 PM,13:46,"Nickel prices at 3.5 weeks high, supply concerns loom; check details",MARKET
"FEB 18, 2022",1:45 PM,13:45,A look at D-Street's biggest wealth destroyers of 2022 so far,PHOTOS
"FEB 18, 2022",1:40 PM,13:40,Moneycontrol Pro: Gabriel India in focus; here’s why,MARKET
"FEB 18, 2022",12:25 PM,12:25,Financials offering valuation comfort; metal multiples looking attractive: Motilal Oswal,MARKET
"FEB 18, 2022",12:08 PM,12:08,Dimensions Corp: Churned portfolios but haven't increased allocation into equity markets,MARKET
"FEB 18, 2022",11:12 AM,11:12,"Gold prices fall, hold $50,000 level as US-Russia agree to meet on Ukraine issue",MARKET
"FEB 18, 2022",11:00 AM,11:00,"ICICI Securities upgrades Nestle to 'add', raises target price",MARKET
"FEB 18, 2022",10:23 AM,10:23,"Opening Bell: Sensex down over 400 points, Nifty50 below 17,250 dragged by IT shares; Nestle falls",MARKET
"FEB 18, 2022",10:09 AM,10:09,Buzzing stock | Ambuja Cements down 4% post quarterly earnings,MARKET
"FEB 18, 2022",9:47 AM,09:47,Commodities round-up: Gold hits $1900/oz; highest since June 2021,MARKET
"FEB 18, 2022",9:42 AM,09:42,"Should you buy, hold or sell Nestle India shares after December quarter results?",MARKET
"FEB 18, 2022",9:26 AM,09:26,Expect some pockets of opportunity in emerging markets: EPFR Global,MARKET
"FEB 18, 2022",9:13 AM,09:13,"Key bond market deals: HDFC, Muthoot Finance, Citicorp Finance",MARKET
"FEB 18, 2022",9:09 AM,09:09,"Top stock tips by Shrikant Chouhan, Mitessh Thakkar: TVS Motor, Cummins and more",MARKET
"FEB 18, 2022",9:02 AM,09:02,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to make a muted start",MARKET
"FEB 18, 2022",8:56 AM,08:56,Global Signal: Focus on Ukraine-Russia crisis on uncertainty and inflation,MARKET
"FEB 18, 2022",8:28 AM,08:28,"Top brokerage calls on Nestle India: Jefferies, Morgan Stanley and more",PHOTOS
"FEB 18, 2022",8:23 AM,08:23,10 things you should know before opening bell on Feb 18,PHOTOS
"FEB 18, 2022",8:13 AM,08:13,Oil prices ease on prospect of extra supply from Iran,MARKET
"FEB 18, 2022",7:57 AM,07:57,"Trade setup for Feb 18: Nifty50 to stay rangebound? What technical charts suggest, key levels to track",MARKET
"FEB 18, 2022",7:18 AM,07:18,"Lupin, HDFC, Wipro, Hero MotoCorp, Ambuja Cements and more: Top stocks to watch out for on Feb 18",PHOTOS
"FEB 18, 2022",6:36 AM,06:36,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Thursday",MARKET
"FEB 17, 2022",11:10 PM,23:10,"Ambuja Cements to invest Rs 3,500 crore for raising cement grinding capacity",BUSINESS
"FEB 17, 2022",9:39 PM,21:39,Union Budget's PMAY allocation may not help private sector: Experts,REAL ESTATE
"FEB 17, 2022",9:08 PM,21:08,Explained: How government's ambitious green hydrogen policy will work,BUSINESS
"FEB 17, 2022",7:02 PM,19:02,NSE-Yogi Saga: M Damodaran says NSE should look at all names in SEBI order and take them out,MARKET
"FEB 17, 2022",5:58 PM,17:58,COVID pandemic boosts demand for tablets; CMR Research expects 5-10% growth in 2022,INFORMATION TECHNOLOGY
"FEB 17, 2022",5:33 PM,17:33,Rupee slips 7 paise to close at 75.11 against US dollar,MARKET
"FEB 17, 2022",5:27 PM,17:27,Risk-reward balance of Indian market has deteriorated over past few weeks: Kotak Instl Equities,MARKET
"FEB 17, 2022",5:01 PM,17:01,Big Bull Rakesh Jhunjhunwala bullish on commercial real estate sector,MARKET
"FEB 17, 2022",4:37 PM,16:37,Big Deal: Experts discuss startup valuations in jittery markets,MARKET
"FEB 17, 2022",4:34 PM,16:34,"Nestle Q4 Earnings: Net profit down 20% at Rs 387 crore, misses Street estimates; revenue up 9%",EARNINGS
"FEB 17, 2022",4:34 PM,16:34,"Nestle shares fall after FMCG major's Q4 profit, revenue miss Street estimates",MARKET
"FEB 17, 2022",4:33 PM,16:33,"Stock Market Highlights: Sensex ends 105 pts lower, Nifty at 17,305; Nifty Bank down 1%",MARKET
"FEB 17, 2022",3:42 PM,15:42,"Wipro, Tata Motors, Schaeffler and more: Key stocks that moved the most on Feb 17",PHOTOS
"FEB 17, 2022",3:37 PM,15:37,"Adani Wilmar shares extend losses to 2nd day, sink over 4%",MARKET
"FEB 17, 2022",3:37 PM,15:37,"Closing Bell: Sensex down over 450 pts from day's high, VIX soars 7%; Nestle down 1%",MARKET
"FEB 17, 2022",3:08 PM,15:08,Explainer: Why gold prices are up near 8-month high,MARKET
"FEB 17, 2022",2:56 PM,14:56,"Punjab & Sind Bank gets Board nod to raise Rs 4,600 cr by issuing shares to govt",BUSINESS
"FEB 17, 2022",2:24 PM,14:24,MCX empanels 2 domestic refined-lead producers to deliver lead on the exchange,MARKET
"FEB 17, 2022",2:13 PM,14:13,"Tata Motors, Bajaj Auto and TVS Motors: Top stocks to benefit from electric vehicle boom",PHOTOS
"FEB 17, 2022",1:21 PM,13:21,Brokerage Radar | JP Morgan initiates coverage on Tata Motors shares with 'overweight' rating,MARKET
"FEB 17, 2022",1:18 PM,13:18,Need to be selective in EV space; bullish on consumer durables: Kotak Mahindra AMC,MARKET
"FEB 17, 2022",1:11 PM,13:11,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Wednesday",MARKET
"FEB 17, 2022",1:01 PM,13:01,Top Nifty500 gainer | Schaeffler India shares jump 13% post stellar results,MARKET
"FEB 17, 2022",12:57 PM,12:57,"Nomura expects US Fed to raise interest rates by 50 bps in March; 5 hikes coming in year, says brokerage",MARKET
"FEB 17, 2022",12:23 PM,12:23,"Gold prices near 8-month high as demand goes up on dovish Fed minutes, Ukraine crisis",MARKET
"FEB 17, 2022",10:19 AM,10:19,"US inflation at peak, expect easing ahead: Bank Julius Baer",MARKET
"FEB 17, 2022",10:17 AM,10:17,Asian stocks rise as bond yields ease on dovish Federal Reserve minutes,MARKET
"FEB 17, 2022",10:08 AM,10:08,Buzzing stock | Wipro rises 1.5% on 5-year deal win from ABB Information Systems,MARKET
"FEB 17, 2022",9:51 AM,09:51,"Opening Bell: Sensex, Nifty open higher amid mixed global cues, easing Russia-Ukraine conflict",MARKET
"FEB 17, 2022",9:09 AM,09:09,"Top stock tips by Shrikant Chouhan, Mitessh Thakkar: Titan, Indian Oil, Mahindra & Mahindra and more",MARKET
"FEB 17, 2022",8:58 AM,08:58,"Key bond market deals: HUDCO, IOC, Hero Fincorp",MARKET
"FEB 17, 2022",8:55 AM,08:55,Global signal: Russia headlines keeping markets jittery,MARKET
"FEB 17, 2022",8:49 AM,08:49,Commodities round-up: Crude oil price declines for 2nd straight day,MARKET
"FEB 17, 2022",8:41 AM,08:41,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to open higher today; SGX Nifty futures rise",MARKET
"FEB 17, 2022",8:37 AM,08:37,Oil prices fall over 2% after France and Iran say closer to a nuclear deal,MARKET
"FEB 17, 2022",8:27 AM,08:27,"Thursday's top brokerage calls: Tata Motors, IPCA Labs, Eicher Motors and more",PHOTOS
"FEB 17, 2022",7:53 AM,07:53,"Trade setup for Feb 17: Can Nifty50 defend 17,200? Check out key market cues before Thursday’s session",MARKET
"FEB 17, 2022",7:50 AM,07:50,10 things you should know before opening bell on Feb 17,PHOTOS
"FEB 17, 2022",7:14 AM,07:14,"Tata Motors, TCS, Wipro, Nestle, Ambuja Cements and more: Top stocks to watch out for on Feb 17",PHOTOS
"FEB 16, 2022",11:41 PM,23:41,View: Rupee likely to move to 76.30 vs US dollar in near term,MARKET
"FEB 16, 2022",11:01 PM,23:01,Salil Parekh says Infosys may hire more than 55k freshers in FY23,TECHNOLOGY
"FEB 16, 2022",10:33 PM,22:33,ED files money laundering case in ABG Shipyard bank loan case,LEGAL
"FEB 16, 2022",8:50 PM,20:50,Moody's downgrades Vedanta's outlook to 'negative',MARKET
"FEB 16, 2022",8:43 PM,20:43,Top News Podcast: Bappi Lahiri passes away; NATO contests Russia’s claim of troops pullback; 2022 salary hikes and more,BUSINESS
"FEB 16, 2022",6:52 PM,18:52,Sales or purchase of crypto are within ambit of GST: CBIC chairman,CRYPTOCURRENCY
"FEB 16, 2022",6:47 PM,18:47,"India focussed offshore funds, ETFs log $435 mn outflow in Dec quarter: Report",MARKET
"FEB 16, 2022",6:11 PM,18:11,"Vedant Fashions makes strong market debut, shares end listing day at 9% premium over issue price",MARKET
"FEB 16, 2022",5:23 PM,17:23,"Russia-Ukraine conflict highlights: As Russian troops withdraw, India releases FAQs for citizens in Ukraine",WORLD
"FEB 16, 2022",5:15 PM,17:15,Mad About Markets: Experts discuss new-age companies and their life post listing,MARKET
"FEB 16, 2022",5:10 PM,17:10,Nestle India Q4CY21: CNBC-TV18 poll expects 11% revenue growth,EARNINGS
"FEB 16, 2022",4:55 PM,16:55,Rupee surges 25 paise to close at 75.07 against US dollar,MARKET
"FEB 16, 2022",4:23 PM,16:23,"Closing Bell: Sensex drops 573 pts from day's high, Nifty below 17,350; SBI, NTPC down 2%",MARKET
"FEB 16, 2022",4:20 PM,16:20,"Stock Market Highlights: Sensex ends 145 pts lower, Nifty50 gives up 17,350; Vedant Fashions at 9% premium",MARKET
"FEB 16, 2022",3:56 PM,15:56,"Paytm, Zomato, CarTrade rebound from 52-week lows; here's how other new age stocks performed",MARKET
"FEB 16, 2022",3:40 PM,15:40,"Vedanta, PNB Housing Finance and more: Key stocks that moved the most on Feb 16",PHOTOS
"FEB 16, 2022",3:34 PM,15:34,BofA Securities makes 11% cut in Nifty50 target for December 2022,MARKET
"FEB 16, 2022",3:31 PM,15:31,AGS Transact Q3 revenues grow 5%; debt repayment to help save Rs 100 cr annually,EARNINGS
"FEB 16, 2022",3:29 PM,15:29,Inside Out: A deep dive into Latent View Analytics and all about Sona BLW Precision,MARKET
"FEB 16, 2022",3:09 PM,15:09,4 reasons why Motilal Oswal Financial Services remains bullish on Devyani International,MARKET
"FEB 16, 2022",2:42 PM,14:42,"Bharti Airtel shares rise as UBS switches to 'buy', sees 17% upside in telecom stock",MARKET
"FEB 16, 2022",2:36 PM,14:36,NBFC shares gain as RBI grants extension to comply with new NPA norms; M&M Financial up 8%,MARKET
"FEB 16, 2022",2:31 PM,14:31,Expect gold prices to remain volatile till Fed rate hike: Metals Focus,MARKET
"FEB 16, 2022",2:00 PM,14:00,Moneycontrol Pro: Dalmia Bharat in focus; here’s why,MARKET
"FEB 16, 2022",1:50 PM,13:50,"LIC sits on over Rs 21,500 cr unclaimed funds",FINANCE
"FEB 16, 2022",12:58 PM,12:58,"Airline stocks mixed: SpiceJet shares jump 3%, IndiGo declines 1.6% after ATF price hike",MARKET
"FEB 16, 2022",12:56 PM,12:56,"Tech stocks now a growth play, not merely a hedge: Market experts",MARKET
"FEB 16, 2022",12:33 PM,12:33,LIC IPO: How UBS views PSU insurer vs peers ahead of mega listing,MARKET
"FEB 16, 2022",12:29 PM,12:29,Reliance Securities positive on Maruti; expects rebound in two-wheelers by Q2FY23,MARKET
"FEB 16, 2022",12:26 PM,12:26,"Copper, aluminium, nickel jump as metals rebound",MARKET
"FEB 16, 2022",12:20 PM,12:20,Expect 7% economic growth for India: Wells Fargo Investment,MARKET
"FEB 16, 2022",11:47 AM,11:47,Tech Mahindra up 1% on acquisition of 80% stake in Geomatic.AI,MARKET
"FEB 16, 2022",10:28 AM,10:28,"Opening Bell: Sensex opens 300 points up, Nifty trades flat amid volatility",MARKET
"FEB 16, 2022",9:51 AM,09:51,Commodities round-up: Crude oil price off 7-year high,MARKET
"FEB 16, 2022",9:26 AM,09:26,"NSE, BSE give approval to LIC IPO",MARKET
"FEB 16, 2022",9:11 AM,09:11,"Top stock tips by Shrikant Chouhan, Mitessh Thakkar: Tata Steel, Eicher Motors and more",MARKET
"FEB 16, 2022",9:00 AM,09:00,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to open higher today; SGX Nifty futures gain 50 pts",MARKET
"FEB 16, 2022",8:56 AM,08:56,Asian stock markets rise as fears of Russia invading Ukraine ease,MARKET
"FEB 16, 2022",8:41 AM,08:41,"Vedant Fashions shares to list on BSE, NSE today; here's what GMP suggests",MARKET
"FEB 16, 2022",8:25 AM,08:25,"Key bond market deals: SIDBI, Muthoot Finance, Bajaj Finance",MARKET
"FEB 16, 2022",8:21 AM,08:21,"Wednesday's top brokerage calls: Balkrishna Industries, ABB and Tata Power",PHOTOS
"FEB 16, 2022",8:12 AM,08:12,From Zomato to Paytm: How Dalal Street is reading new age companies' Q3 results,MARKET
"FEB 16, 2022",8:04 AM,08:04,10 things you should know before opening bell on Feb 16,PHOTOS
"FEB 16, 2022",7:43 AM,07:43,Trade setup for Feb 16: Can Nifty50 sustain the big comeback? Key market cues before Wednesday’s session,MARKET
"FEB 16, 2022",7:22 AM,07:22,Gold prices fall from 8-month high as Ukraine tensions ease,MARKET
"FEB 16, 2022",7:17 AM,07:17,"Vedant Fashions, Tech Mahindra, IDBI Bank, Burger King and more: Top stocks to watch out for on Feb 16",PHOTOS
"FEB 16, 2022",6:38 AM,06:38,"US stock market closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Tuesday",MARKET
"FEB 16, 2022",3:25 AM,03:25,"Stocks rally, oil slips as Russia-Ukraine tensions ease",MARKET
"FEB 15, 2022",11:29 PM,23:29,"Two Cipla promoters sell shares worth over Rs 1,835 crore",BUSINESS
"FEB 15, 2022",10:44 PM,22:44,LIC policyholders need to update PAN details by Feb 28 to participate in IPO,MARKET
"FEB 15, 2022",10:03 PM,22:03,Punjab & Sind Bank declares IL&FS Tamil Nadu Power as fraud account; outstanding dues at Rs 148 cr,BUSINESS
"FEB 15, 2022",9:23 PM,21:23,Top News Podcast: Russia says some forces pulling back amid Ukraine crisis; Shankar Sharma on LIC IPO; global EV sales rise and more,BUSINESS
"FEB 15, 2022",9:15 PM,21:15,Separation of Chairman and MD roles by listed companies to be voluntary: SEBI,BUSINESS
"FEB 15, 2022",6:30 PM,18:30,Russia-Ukraine crisis: Crude prices at 7 year highs; experts discuss road ahead,MARKET
"FEB 15, 2022",6:08 PM,18:08,Manappuram Finance dips nearly 11% on weak Q3 results,MARKET
"FEB 15, 2022",5:09 PM,17:09,Rupee surges 29 paise to close at 75.31 against US dollar,MARKET
"FEB 15, 2022",5:07 PM,17:07,"Zomato slips below issue price, Paytm shares hit fresh low; what’s pulling new-age stocks down",MARKET
"FEB 15, 2022",5:04 PM,17:04,Russia-Ukraine crisis: Mark Mobius says conflict a side show to US Fed rate hike,MARKET
"FEB 15, 2022",5:03 PM,17:03,"Stock Market Highlights: Sensex ends 1,736 pts higher, Nifty reclaims 17,350 as market rebounds; SpiceJet soars 8% after Q3 results",MARKET
"FEB 15, 2022",4:55 PM,16:55,"SpiceJet, Metropolis Health, Shree Cement and more: Key stocks that moved the most on Feb 15",PHOTOS
"FEB 15, 2022",4:20 PM,16:20,"Closing Bell: Sensex, Nifty end 3% higher as auto, IT, bank rally; metal shines",MARKET
"FEB 15, 2022",3:59 PM,15:59,"Crypto investment should be limited to 1-2%; bullish on chemical stocks, China plus one theme: Shankar Sharma",MARKET
"FEB 15, 2022",3:37 PM,15:37,'800-pound gorilla' LIC's IPO won't drain out market liquidity directly from small investors: Shankar Sharma,MARKET
